codigo,alimento,energia_kcal,carbohidratos_g,proteinas_g,grasas_totales_g,fuente,riga_color,riga_estrellas,riga_descripcion
,,,,,1.1,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,,,,3.8,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,,,,3.6,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,,,,1.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,,,,4.6,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,,,,1.6,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,,,,3.2,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,,,,3.1,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,,,,2.7,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,,,,2.9,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,,,,4.2,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,,,,1.2,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,,,,5.2,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,,,,3.9,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,,,,1.1,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,,,,5.4,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,,,,1.8,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,45.0,,1.9,1.4,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,78.0,,3.3,5.9,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,99.0,,5.5,6.5,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,71.0,,1.1,4.2,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,520.0,,9.6,31.5,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,57.0,,3.1,2.9,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,57.0,,3.1,2.9,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,44.0,,3.2,1.4,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,489.0,,25.8,24.8,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,370.0,,35.5,1.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,328.0,,8.0,8.1,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,758.0,,0.5,84.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,246.0,,6.6,22.6,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,104.0,,11.5,4.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,82.0,,13.7,0.3,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,182.0,,14.1,14.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,309.0,,20.3,25.3,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,287.0,,20.1,23.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,282.0,,23.6,19.3,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,302.0,,19.7,22.9,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,291.0,,20.8,21.4,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,260.0,,18.0,20.9,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,324.0,,21.8,26.3,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,301.0,,20.4,22.7,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,357.0,,29.5,26.5,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,328.0,,25.9,24.9,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,340.0,,24.3,33.6,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,480.0,,21.6,43.7,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,379.0,,28.6,29.4,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,345.0,,25.1,27.2,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,410.0,,24.8,34.5,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,426.0,,19.2,38.8,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,404.0,,28.6,31.3,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,358.0,,21.8,30.1,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,345.0,,25.5,27.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,332.0,,25.4,25.6,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,402.0,,29.7,31.5,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,350.0,,32.7,24.4,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,391.0,,32.1,29.2,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,365.0,,33.4,24.2,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,402.0,,30.0,29.1,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,357.0,,29.4,26.6,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,168.0,,11.6,11.8,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,66.0,,4.6,3.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,88.0,,4.4,2.4,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,59.0,,4.3,0.2,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,82.0,,2.8,2.2,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,30.0,,3.3,0.1,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,156.0,,12.0,11.8,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,48.0,,11.6,0.2,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,325.0,,16.6,28.7,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,54.0,,12.8,0.3,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,196.0,,16.3,14.5,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,152.0,,13.4,10.9,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,174.0,,13.6,13.3,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,263.0,,0.9,0.1,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,306.0,,3.7,0.2,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,549.0,,5.4,31.5,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,304.0,,3.5,0.1,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,309.0,,3.8,0.6,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,341.0,,8.1,9.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,320.0,,,32.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,723.0,,,79.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,245.0,,17.5,19.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,141.0,,17.3,8.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,180.0,,18.7,11.7,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,233.0,,19.9,17.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,183.0,,21.3,10.9,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,232.0,,22.8,15.6,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,75.0,,15.4,1.5,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,103.0,,14.6,4.9,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,102.0,,20.8,2.1,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,128.0,,23.7,3.7,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,130.0,,21.4,4.9,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,180.0,,18.5,11.8,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,158.0,,22.7,7.5,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,150.0,,25.1,5.5,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,150.0,,23.7,6.1,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,168.0,,24.3,7.9,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,112.0,,17.5,4.7,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,148.0,,16.7,9.1,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,187.0,,16.7,13.3,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,189.0,,22.0,11.3,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,133.0,,19.6,6.1,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,183.0,,20.6,11.2,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,169.0,,22.6,8.8,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,215.0,,23.0,13.6,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,145.0,,18.0,8.1,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,151.0,,17.5,9.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,130.0,,20.5,5.3,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,153.0,,25.1,5.8,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,130.0,,23.4,4.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,166.0,,24.9,7.4,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,187.0,,17.6,13.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,186.0,,23.4,10.3,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,255.0,,23.5,17.9,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,269.0,,26.7,18.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,161.0,,15.9,10.8,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,159.0,,15.2,10.9,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,27.0,,0.5,0.2,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,20.0,,0.4,,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,48.0,,4.6,0.1,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,335.0,,9.0,0.9,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,388.0,,15.4,8.4,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,384.0,,15.3,7.6,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,384.0,,15.6,7.6,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,381.0,,14.4,7.4,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,340.0,,7.3,0.9,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,346.0,,10.6,0.8,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,344.0,,9.8,1.1,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,345.0,,10.9,0.5,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,305.0,,9.0,1.1,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,399.0,,37.8,10.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,411.0,,38.4,11.6,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,15.0,0.4,2.9,0.2,Argenfood - Universidad Nacional de Luján,verde,3,Bajo impacto glucémico
,,8.0,0.6,1.2,0.1,Argenfood - Universidad Nacional de Luján,verde,3,Bajo impacto glucémico
,,93.0,,1.6,0.4,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,147.0,,1.6,3.2,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,34.0,,1.7,0.2,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,46.0,,2.8,1.2,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,32.0,,2.4,0.5,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,50.0,,3.7,1.4,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,70.0,,1.7,0.7,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,190.0,,21.0,12.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,114.0,,22.0,3.2,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,120.0,,21.0,3.9,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,143.0,,21.0,6.7,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,116.0,,22.0,2.6,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,106.0,,22.0,1.7,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,125.0,,19.0,5.5,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,132.0,,20.0,6.1,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,116.0,,20.0,3.7,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,125.0,,23.0,1.9,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,139.0,,20.0,6.5,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,154.0,,22.0,7.6,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,174.0,,20.0,11.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,211.0,,20.0,15.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,98.0,0.8,18.0,2.5,Argenfood - Universidad Nacional de Luján,verde,3,Bajo impacto glucémico
,,95.0,0.6,19.0,2.0,Argenfood - Universidad Nacional de Luján,verde,3,Bajo impacto glucémico
,,139.0,6.4,16.0,5.7,Argenfood - Universidad Nacional de Luján,verde,3,Bajo impacto glucémico
,,79.0,2.4,16.0,0.4,Argenfood - Universidad Nacional de Luján,verde,3,Bajo impacto glucémico
,,134.0,1.5,22.0,4.6,Argenfood - Universidad Nacional de Luján,verde,3,Bajo impacto glucémico
,,288.0,,14.2,3.2,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,337.0,,19.8,0.8,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,333.0,,19.6,1.2,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,336.0,,20.0,0.9,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,336.0,,21.5,1.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,326.0,,21.0,0.5,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,306.0,,20.6,1.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,336.0,,26.0,1.1,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,328.0,,18.2,1.1,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,322.0,,16.6,0.6,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,336.0,,25.3,0.8,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,368.0,,36.9,6.8,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,33.0,,2.6,0.4,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,43.0,,3.1,0.8,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,60.0,,4.1,0.7,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,49.0,,1.6,1.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,59.0,,3.2,1.6,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,84.0,,4.7,1.7,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,49.0,,1.1,1.6,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,260.0,,6.2,1.6,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,337.0,,5.3,7.9,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,317.0,,7.3,7.5,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,314.0,,6.5,6.6,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,377.0,,20.0,31.1,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,168.0,,11.6,11.7,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,104.0,,11.5,4.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,218.0,,17.3,16.5,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,248.0,,20.5,18.4,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,175.0,,18.4,11.3,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,199.0,,21.0,12.8,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,46.0,,23.9,3.7,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,199.0,0.0,21.0,12.8,Argenfood - Universidad Nacional de Luján,verde,3,Bajo impacto glucémico
,,248.0,0.0,20.5,18.4,Argenfood - Universidad Nacional de Luján,verde,3,Bajo impacto glucémico
,,136.0,9.8,14.2,4.4,Argenfood - Universidad Nacional de Luján,verde,3,Bajo impacto glucémico
,,139.0,9.8,13.7,5.0,Argenfood - Universidad Nacional de Luján,verde,3,Bajo impacto glucémico
,,211.0,10.8,11.3,13.6,Argenfood - Universidad Nacional de Luján,amarillo,2,Impacto glucémico medio
,,209.0,10.5,11.8,13.4,Argenfood - Universidad Nacional de Luján,amarillo,2,Impacto glucémico medio
,,,11.9,2.2,1.1,Argenfood - Universidad Nacional de Luján,amarillo,2,Impacto glucémico medio
,,,11.3,2.4,1.0,Argenfood - Universidad Nacional de Luján,amarillo,2,Impacto glucémico medio
,,57.5,10.7,1.9,0.8,Argenfood - Universidad Nacional de Luján,amarillo,2,Impacto glucémico medio
,,97.2,17.8,3.3,1.4,Argenfood - Universidad Nacional de Luján,amarillo,2,Impacto glucémico medio
,,171.0,21.4,4.5,7.5,Argenfood - Universidad Nacional de Luján,amarillo,2,Impacto glucémico medio
,,157.4,20.9,4.2,6.3,Argenfood - Universidad Nacional de Luján,amarillo,2,Impacto glucémico medio
,,,,,,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,125.6,21.1,2.8,3.6,Argenfood - Universidad Nacional de Luján,amarillo,2,Impacto glucémico medio
,,280.4,32.1,4.2,15.0,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,228.6,28.3,3.8,11.8,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
,,309.0,33.0,4.2,17.8,Argenfood - Universidad Nacional de Luján,rojo,1,Alto impacto glucémico
